id,image_path,cluster
19311,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/19311.jpg,6
42089,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/42089.jpg,6
22950,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/22950.jpg,8
49461,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/49461.jpg,6
8746,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/8746.jpg,14
9694,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/9694.jpg,2
23882,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/23882.jpg,6
34835,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/34835.jpg,6
15984,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/15984.jpg,7
41268,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/41268.jpg,19
11518,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/11518.jpg,14
14856,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/14856.jpg,19
33648,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/33648.jpg,13
59297,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/59297.jpg,7
28032,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/28032.jpg,9
27846,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/27846.jpg,7
26994,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/26994.jpg,0
49839,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/49839.jpg,11
31923,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/31923.jpg,4
2618,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/2618.jpg,14
54588,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/54588.jpg,10
49005,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/49005.jpg,11
8322,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/8322.jpg,18
13841,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/13841.jpg,8
28200,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/28200.jpg,3
12993,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/12993.jpg,6
7158,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/7158.jpg,7
18495,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/18495.jpg,14
8110,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/8110.jpg,8
19547,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/19547.jpg,7
7964,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/7964.jpg,2
36934,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/36934.jpg,5
39140,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/39140.jpg,10
20851,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/20851.jpg,11
41866,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/41866.jpg,14
58177,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/58177.jpg,4
44528,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/44528.jpg,13
16392,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/16392.jpg,7
51455,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/51455.jpg,15
50587,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/50587.jpg,17
17240,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/17240.jpg,2
47530,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/47530.jpg,11
6617,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/6617.jpg,7
12732,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/12732.jpg,16
3365,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/3365.jpg,2
42042,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/42042.jpg,6
23849,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/23849.jpg,13
43190,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/43190.jpg,8
48578,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/48578.jpg,1
30462,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/30462.jpg,9
18208,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/18208.jpg,18
54127,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/54127.jpg,14
10065,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/10065.jpg,2
24250,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/24250.jpg,6
32335,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/32335.jpg,8
25382,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/25382.jpg,2
56670,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/56670.jpg,8
5092,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/5092.jpg,2
10859,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/10859.jpg,2
59638,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/59638.jpg,10
15517,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/15517.jpg,6
4140,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/4140.jpg,6
36795,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/36795.jpg,8
40527,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/40527.jpg,8
10257,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/10257.jpg,0
24062,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/24062.jpg,2
45869,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/45869.jpg,8
11385,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/11385.jpg,7
53130,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/53130.jpg,14
44187,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/44187.jpg,5
21510,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/21510.jpg,4
51667,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/51667.jpg,3
22395,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/22395.jpg,7
35322,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/35322.jpg,11
6425,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/6425.jpg,6
18806,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/18806.jpg,1
23247,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/23247.jpg,13
17072,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/17072.jpg,1
31782,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/31782.jpg,7
42270,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/42270.jpg,6
12500,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/12500.jpg,7
26735,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/26735.jpg,5
30650,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/30650.jpg,12
56026,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/56026.jpg,5
21948,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/21948.jpg,4
32563,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/32563.jpg,0
58980,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/58980.jpg,5
40143,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/40143.jpg,12
10633,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/10633.jpg,13
24406,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/24406.jpg,10
4716,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/4716.jpg,8
21174,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/21174.jpg,15
15341,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/15341.jpg,18
52486,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/52486.jpg,15
53554,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/53554.jpg,17
14293,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/14293.jpg,2
47366,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/47366.jpg,4
6041,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/6041.jpg,2
23623,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/23623.jpg,12
17416,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/17416.jpg,6
9835,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/9835.jpg,15
29319,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/29319.jpg,16
7193,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/7193.jpg,0
12958,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/12958.jpg,6
27283,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/27283.jpg,10
30234,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/30234.jpg,14
9009,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/9009.jpg,18
3533,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/3533.jpg,2
42614,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/42614.jpg,11
12164,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/12164.jpg,10
26351,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/26351.jpg,8
17624,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/17624.jpg,0
47154,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/47154.jpg,18
35574,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/35574.jpg,14
46086,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/46086.jpg,6
51031,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/51031.jpg,15
13284,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/13284.jpg,18
54543,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/54543.jpg,6
55491,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/55491.jpg,5
26163,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/26163.jpg,0
3701,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/3701.jpg,15
29917,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/29917.jpg,8
42426,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/42426.jpg,10
32751,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/32751.jpg,6
56214,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/56214.jpg,11
10401,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/10401.jpg,10
40371,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/40371.jpg,0
21346,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/21346.jpg,3
45603,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/45603.jpg,13
4524,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/4524.jpg,6
37223,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/37223.jpg,15
53766,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/53766.jpg,2
25520,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/25520.jpg,12
32597,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/32597.jpg,15
58974,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/58974.jpg,5
33445,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/33445.jpg,19
57100,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/57100.jpg,15
36137,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/36137.jpg,6
41859,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/41859.jpg,13
21180,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/21180.jpg,14
39943,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/39943.jpg,13
52472,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/52472.jpg,10
58148,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/58148.jpg,11
20052,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/20052.jpg,11
5630,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/5630.jpg,14
44517,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/44517.jpg,13
47392,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/47392.jpg,4
50325,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/50325.jpg,10
8913,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/8913.jpg,6
16530,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/16530.jpg,7
22705,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/22705.jpg,6
7167,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/7167.jpg,7
46240,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/46240.jpg,10
27277,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/27277.jpg,10
13042,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/13042.jpg,14
6889,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/6889.jpg,10
31312,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/31312.jpg,10
12190,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/12190.jpg,7
55657,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/55657.jpg,14
19578,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/19578.jpg,15
27879,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/27879.jpg,7
34452,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/34452.jpg,14
6287,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/6287.jpg,2
7355,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/7355.jpg,2
46072,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/46072.jpg,1
22537,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/22537.jpg,13
28831,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/28831.jpg,9
43500,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/43500.jpg,2
2627,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/2627.jpg,14
27045,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/27045.jpg,19
13270,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/13270.jpg,12
18698,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/18698.jpg,17
55465,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/55465.jpg,5
26197,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/26197.jpg,18
31120,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/31120.jpg,12
25712,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/25712.jpg,18
11527,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/11527.jpg,2
14869,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/14869.jpg,19
40385,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/40385.jpg,15
15187,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/15187.jpg,2
5402,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/5402.jpg,6
44725,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/44725.jpg,14
14055,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/14055.jpg,7
20260,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/20260.jpg,2
7731,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/7731.jpg,14
22153,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/22153.jpg,13
43958,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/43958.jpg,13
28469,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/28469.jpg,15
50573,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/50573.jpg,17
34036,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/34036.jpg,18
55001,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/55001.jpg,5
8779,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/8779.jpg,7
3391,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/3391.jpg,4
43164,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/43164.jpg,8
2243,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/2243.jpg,2
30496,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/30496.jpg,9
27421,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/27421.jpg,0
57756,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/57756.jpg,5
33213,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/33213.jpg,10
39729,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/39729.jpg,15
25376,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/25376.jpg,2
11143,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/11143.jpg,7
56684,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/56684.jpg,10
4988,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/4988.jpg,11
44341,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/44341.jpg,2
14431,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/14431.jpg,13
20604,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/20604.jpg,4
52224,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/52224.jpg,11
45293,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/45293.jpg,8
36761,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/36761.jpg,8
33021,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/33021.jpg,10
25144,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/25144.jpg,4
11371,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/11371.jpg,2
41401,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/41401.jpg,15
14603,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/14603.jpg,18
37481,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/37481.jpg,11
5254,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/5254.jpg,16
44173,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/44173.jpg,5
25978,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/25978.jpg,5
4386,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/4386.jpg,15
51693,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/51693.jpg,3
16154,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/16154.jpg,13
22361,/Users/huzaifashaikh/fashion-recommendation-app/data/processed/images/22361.jpg,14
